facname,addressnum,streetname,address,boro,zipcode,datasource,uid,grc,message
GRYC OST P.S. 128 SUMMER CAMP,,DRIVE,69-10 65 DRIVE,,,dohmh_daycare,a79db5621aaec870e11cee82d260daaf,EE,'DRIVE' NOT RECOGNIZED. IS IT 'DRIVEWAY'?
KISSENA PARK DAY CAMP,143-30,ROSE AVENUE,143-30 ROSE AVENUE,,11355,dohmh_daycare,045c0226e38f5f848a6ec7874fc16a53,00,
MY LITTLE SCHOOL,291,BROADWAY (ENTRANCE 54 READE STRE,291 BROADWAY (ENTRANCE 54 READE STRE,,,dohmh_daycare,155cea4cc998a848ba7945291685be37,15,STREET NAME CANNOT BE NORMALIZED
"NYC EARLY LEARNING COMPANY, INC",780,ST ANN AVENUE,780 ST ANN AVENUE,,,dohmh_daycare,15c76bfc57e77a7a64a998eae2856fe5,EE,'ST. ANN AVENUE' NOT RECOGNIZED. THERE ARE 010 SIMILAR NAMES.
"ODYSSEY HOUSE, INC",13,HELL GATE CIRCLE BUILDING 13,13 HELL GATE CIRCLE BUILDING 13,,,dohmh_daycare,589e19fbd050ad618963d3c8a1556013,EE,'HELL GATE CIRCLE  BUILDING 13' NOT RECOGNIZED. THERE ARE 010 SIMILAR NAMES.
OIKOS COMMUNITY CORPORATION,42-35,MAIN STREET 2/FLOOR,42-35 MAIN STREET 2/FLOOR,,,dohmh_daycare,a4374b82c6e9aa38228664004a64bb0e,EE,'MAIN STREET 2/FLOOR' NOT RECOGNIZED. THERE ARE 002 SIMILAR NAMES.
REACH ONE TO TEACH ONE,5480,BROADWAY AVENUE,5480 BROADWAY AVENUE,,,dohmh_daycare,4bb61b3bf589d3e273744eec7f885ab1,EE,'BROADWAY  AVENUE' NOT RECOGNIZED. THERE ARE 010 SIMILAR NAMES.
SAINT LUKE'S SCHOOL,16-01,150 STREET,16-01 150 STREET,,11357,dohmh_daycare,4c9ab4c5eef1a7147693f94060547041,00,
TEACHERS COLLEGE,525,WEST 120 STREET BOX 98,525 WEST 120 STREET BOX 98,,,dohmh_daycare,b6ee7f93b79baeecda841b88ef20b38c,EE,'WEST 120TH STREET BOX 98' NOT RECOGNIZED. IS IT 'WEST  120 STREET'?
"TEACHERS COLLEGE, COLUMBIA UNIVERSITY",525,WEST 120 STREET BOX 98,525 WEST 120 STREET BOX 98,,,dohmh_daycare,e937be4d2d8874be2a3e5e2b538dbbba,EE,'WEST 120 STREET  BOX 98' NOT RECOGNIZED. IS IT 'WEST  120 STREET'?
THE BRONX CHARTER SCHOOL FOR BETTER LEARNING,3740,BAYCHESTER AVENUE ANNEX,3740 BAYCHESTER AVENUE ANNEX,,,dohmh_daycare,4e8d572518937694d1409f1ef66e87a4,EE,'BAYCHESTER AVENUE ANNEX' NOT RECOGNIZED. THERE ARE 010 SIMILAR NAMES.
THE ROCKEFELLER UNIVERSITY,1230,YORK AVENUE 10065,1230 YORK AVENUE 10065,,,dohmh_daycare,717abe697f52c5707e0ceebb39f0583e,EE,'YORK AVENUE 10065' NOT RECOGNIZED. THERE ARE 003 SIMILAR NAMES.
THE SHUANG WEN ACADEMY NETWORK (SWAN),90-92,BOWERY STREET,90-92 BOWERY STREET,,,dohmh_daycare,9a80e810ebe65caccb169e5b3568bdaa,EE,'BOWERY  STREET' NOT RECOGNIZED. THERE ARE 004 SIMILAR NAMES.
UAU @ IS 24,225,CLEVELAND AVENUE,225 CLEVELAND AVENUE,,10308,dohmh_daycare,64e3b2e2e2c0250c98e91ba34eac1d39,00,
WILLIAMSBRIDGE OVAL,,BAINBRIDGE AVENUE,,,,dohmh_daycare,3a04deb9e3404e682c13c2531daae68e,13,INPUT CONTAINS NO ADDRESS NUMBER
AIDS CENTER OF QUEENS COUNTY JAMAICA SITE,,,,,,dycd_afterschoolprograms,0b0e81bf95372af274381135df9eefe3,16,STREET NAME IS MISSING
ALI FORNEY CENTER,,,,,,dycd_afterschoolprograms,c514079dd36ee91e6c8ba2b4def5d238,16,STREET NAME IS MISSING
BUILDING T 149,,,,,,dycd_afterschoolprograms,7f314f2b59d2bdb5d6b722f0dca78824,16,STREET NAME IS MISSING
"GIRLS EDUCATIONAL & MENTORING SERVICES, INC.",,,,,,dycd_afterschoolprograms,e0764449d44f942acb5844e54ed6ed27,16,STREET NAME IS MISSING
GOOD SHEPHERD SERVICES,,,,,,dycd_afterschoolprograms,8fbc17603e233380386285fa0c145f41,16,STREET NAME IS MISSING
GREEN CHIMNEYS,,,,,,dycd_afterschoolprograms,642d99a14fb20ced4a506d3b95e840f4,16,STREET NAME IS MISSING
INTERMEDIATE SCHOOL 217 - RAFAEL HERNANDEZ SCHOOL,,,,,,dycd_afterschoolprograms,5135335b94716eb37bd5e99ec29c6dd6,16,STREET NAME IS MISSING
INWOOD HOUSE,,,,,,dycd_afterschoolprograms,ec353917c1049481c3bd14d227b6e15f,16,STREET NAME IS MISSING
IS 49,,,,,,dycd_afterschoolprograms,740419e53ff50e44f9e084be2479bbd7,16,STREET NAME IS MISSING
JEWISH BOARD OF FAMILY AND CHILDREN SERVICES (JBFCS)-GENESIS,,,,,,dycd_afterschoolprograms,e1d267d05a83f0bc6a6689b926bc781e,16,STREET NAME IS MISSING
JEWISH BOARD OF FAMILY AND CHILDREN SERVICES - HORIZONS,,,,,,dycd_afterschoolprograms,8cda6e861cd9081f0121e64f52d4317e,16,STREET NAME IS MISSING
K 533- SCHOOL FOR DEMOCRACY AND LEADERSHIP 600 KINGSTON AVENUE,,,,,,dycd_afterschoolprograms,1994be8692d271caad10a62f7c0f7397,16,STREET NAME IS MISSING
RACHEL'S PLACE,,,,,,dycd_afterschoolprograms,0cb5879e358b01cd40e3607d8067aeb2,16,STREET NAME IS MISSING
SAFE HORIZON - IMMIGRATION LAW PROJECT,,,,,,dycd_afterschoolprograms,b86ac2b974c157f851cf15e9989fa383,98,NO INPUT DATA RECEIVED
"SAFE SPACE NYC, INC",,,,,,dycd_afterschoolprograms,1ff347a6bed9feb7cc27d48995b64216,16,STREET NAME IS MISSING
SCO FAMILY OF SERVICES,,,,,,dycd_afterschoolprograms,32c12b47d2e6a86bdf9abe698adfc00c,16,STREET NAME IS MISSING
SCO FAMILY OF SERVICES IV,,,,,,dycd_afterschoolprograms,859d7b7b0b928cae481290876cd83d06,16,STREET NAME IS MISSING
VOYAGEES PREPATORY HIGH SCHOOL,,,,,,dycd_afterschoolprograms,9f353d6659ee9334d85c9d70326d841d,16,STREET NAME IS MISSING
CENTRAL INTAKE,132W,125 STREET,132W 125TH STREET,,,hra_centers,70512195760b8cf783219f9bb6031b3c,EE,'125TH STREET' NOT RECOGNIZED. THERE ARE 003 SIMILAR NAMES.
EAST RIVER JOB CENTER,1,HONEYWELL STREET,1 HONEYWELL ST,,,hra_centers,0738824d2a4b0c68fee8cf00e1cd8b51,13,ADDRESS NUMBER HAS INVALID HYPHENATION FOR THIS STREET
ACMH INC NON-MEDICAID CARE COORDINATION (OMH),,,NO ADDRESS,,,moeo_socialservicesiteloactions,dd3f13827e3d99196edc5fdf191fb51a,16,STREET NAME IS MISSING
ACMH INC SUPPORTED HOUSING,,,NO ADDRESS,,,moeo_socialservicesiteloactions,c4c7d2e38031bc866044021d2e9c69eb,16,STREET NAME IS MISSING
AFTER HOURS PROJECT HIV TESTING SERVICES: PRIORITY POPULATIONS TESTING IN NON-CLINICAL SETTINGS,213,JOHNSON STREET,213 JOHNSON STREET,,,moeo_socialservicesiteloactions,a349e550972438e4cb18b241d5643bf8,42,ADDRESS NUMBER OUT OF RANGE
AIDS CENTER OF QUEENS COUNTY INC EARLY INTERVENTION SERVICES: PRIORITY POPULATIONS TESTING IN NON-CLINICAL SETTINGS,94,JUNCTION BOULEVARD,94 JUNCTION BOULEVARD,,,moeo_socialservicesiteloactions,003371d0214ff513ae87a465bfb44ac4,13,ADDRESS NUMBER HAS INVALID HYPHENATION FOR THIS STREET
AIDS CENTER OF QUEENS COUNTY INC EARLY INTERVENTION SERVICES: PRIORITY POPULATIONS TESTING IN NON-CLINICAL SETTINGS,103,CORONA AVENUE,103 CORONA AVENUE,,,moeo_socialservicesiteloactions,1608ffc91712845d43212daea0619924,42,ADDRESS NUMBER OUT OF RANGE
AIDS CENTER OF QUEENS COUNTY INC EARLY INTERVENTION SERVICES: PRIORITY POPULATIONS TESTING IN NON-CLINICAL SETTINGS,69,WOODSIDE AVENUE,69 WOODSIDE AVENUE,,,moeo_socialservicesiteloactions,8e58f9d93b0319f32b23c7763cf3407f,13,ADDRESS NUMBER HAS INVALID HYPHENATION FOR THIS STREET
AIDS CENTER OF QUEENS COUNTY INC EARLY INTERVENTION SERVICES: PRIORITY POPULATIONS TESTING IN NON-CLINICAL SETTINGS,76,ROOSEVELT AVENUE,76 ROOSEVELT AVENUE,,,moeo_socialservicesiteloactions,6653a225588e7a339cea892a43ef55c6,13,ADDRESS NUMBER HAS INVALID HYPHENATION FOR THIS STREET
AIDS CENTER OF QUEENS COUNTY INC NON-MEDICAL CASE MANAGEMENT GENERAL,161,JAMAICA AVENUE,161 JAMAICA AVENUE,,,moeo_socialservicesiteloactions,edf0562db51a8e51418156a799e24561,42,ADDRESS NUMBER OUT OF RANGE
AIDS CENTER OF QUEENS COUNTY INC SUPPORTIVE COUNSELING & FAMILY STABILIZATION SERVICES - SEP,,,NO ADDRESS,,,moeo_socialservicesiteloactions,f7d8932ed7b6b3d146d3dd115990f0d6,16,STREET NAME IS MISSING
ASSOCIATION TO BENEFIT CHILDREN CRISIS INTERVENTION,,,NO ADDRESS,,,moeo_socialservicesiteloactions,d8046242b5f94b1618a8daca43e7a3cb,16,STREET NAME IS MISSING
ASSOCIATION TO BENEFIT CHILDREN SCHOOL,,,NO ADDRESS,,,moeo_socialservicesiteloactions,d5c5d5f322a9ec442d4fadf78e0b732d,16,STREET NAME IS MISSING
ASTOR SERVICES FOR CHILDREN AND FAMILIES NON-MEDICAID CARE COORDINATION; (NON-LICENSED PROGRAM),,,NO ADDRESS,,,moeo_socialservicesiteloactions,e2e231bb31b9035a9b18abfd43f02a47,16,STREET NAME IS MISSING
ASTOR SERVICES FOR CHILDREN AND FAMILIES SCHOOL,,,NO ADDRESS,,,moeo_socialservicesiteloactions,29538b7345a3a70395612174ced94f49,16,STREET NAME IS MISSING
BALTIC STREET AEH INC NON-MEDICAID CARE COORDINATION; (NON-LICENSED PROGRAM),,,NO ADDRESS,,,moeo_socialservicesiteloactions,1245f6e232114087519d4bfaff7c9b50,16,STREET NAME IS MISSING
BALTIC STREET AEH INC RECOVERY CENTER,,,NO ADDRESS,,,moeo_socialservicesiteloactions,fc10f4b65dfdd298ee93e236e3bd555e,16,STREET NAME IS MISSING
BALTIC STREET AEH INC SELF-HELP,,,NO ADDRESS,,,moeo_socialservicesiteloactions,236efd515e6928c189a808e197daf50b,16,STREET NAME IS MISSING
BETH ISRAEL MEDICAL CENTER ASSERTIVE COMMUNITY TREATMENT,,,NO ADDRESS,,,moeo_socialservicesiteloactions,9cc35f3ac4c4b014c208650af52de7d3,16,STREET NAME IS MISSING
BETH ISRAEL MEDICAL CENTER CPEP CRISIS OUTREACH,,,NO ADDRESS,,,moeo_socialservicesiteloactions,19d996b64ef81c1a5c7872db30572439,16,STREET NAME IS MISSING
BOOM!HEALTH HIV TESTING SERVICES: PRIORITY POPULATIONS TESTING IN NON-CLINICAL SETTINGS,115,HENWOOD AVENUE,115 HENWOOD AVENUE,,,moeo_socialservicesiteloactions,9b040128e9c2cf6c8640b827bc53d2bc,EE,'HENWOOD AVENUE' NOT RECOGNIZED. THERE ARE 010 SIMILAR NAMES.
BOOM!HEALTH HIV TESTING SERVICES: PRIORITY POPULATIONS TESTING IN NON-CLINICAL SETTINGS,170,3 AVENUE,170 3 AVENUE,,,moeo_socialservicesiteloactions,e5f2bdc4518f920092a0b62be116daea,42,ADDRESS NUMBER OUT OF RANGE
BOOM!HEALTH HIV TESTING SERVICES: PRIORITY POPULATIONS TESTING IN NON-CLINICAL SETTINGS,163,SOUTHERN BOULEVARD,163 SOUTHERN BOULEVARD,,,moeo_socialservicesiteloactions,6867e8f31e78e0fc0fd5c39345518cd0,42,ADDRESS NUMBER OUT OF RANGE
BOWERY RESIDENTS' COMMITTEE INC NON-MEDICAID CARE COORDINATION (OMH),,,NO ADDRESS,,,moeo_socialservicesiteloactions,6ffc6ae0aaf703763f5e30a43559bdeb,16,STREET NAME IS MISSING
BOWERY RESIDENTS' COMMITTEE INC NY NY III SUPPORTED HOUSING,,,NO ADDRESS,,,moeo_socialservicesiteloactions,5e93bffe9039eb5fb0a054baf74061a5,16,STREET NAME IS MISSING
BREAKING GROUND HOUSING DEVELOPMENT FUND CORPORATION NY NY III SUPPORTED HOUSING,,,NO ADDRESS,,,moeo_socialservicesiteloactions,b26a9654719e62c5e7a097016d1014e9,98,NO INPUT DATA RECEIVED
BREAKING GROUND HOUSING DEVELOPMENT FUND CORPORATION SUPPORTED HOUSING,,,NO ADDRESS,,,moeo_socialservicesiteloactions,85c3ba2a6a04908dcaf13b09630a7e30,16,STREET NAME IS MISSING
BRIDGING ACCESS TO CARE INC EARLY INTERVENTION SERVICES: SOCIAL NETWORK STRATEGY TESTING IN NON-CLINICAL SETTINGS,,,NO ADDRESS,,,moeo_socialservicesiteloactions,a919f30d0ea913fb6ba5b50e38daeea9,16,STREET NAME IS MISSING
BRIDGING ACCESS TO CARE INC HARM REDUCTION SERVICES,,,NO ADDRESS,,,moeo_socialservicesiteloactions,2163a9dc8c8427b701f29233c5e06c2a,16,STREET NAME IS MISSING
BRONX-LEBANON HOSPITAL CENTER NON-MEDICAID CARE COORDINATION (OMH),,,NO ADDRESS,,,moeo_socialservicesiteloactions,a7f2bfd0162bd59e18e5427ca661fd4b,16,STREET NAME IS MISSING
BRONXWORKS INC HARM REDUCTION SERVICES,85,BURNSIDE AVENUE,85 BURNSIDE AVENUE,,,moeo_socialservicesiteloactions,906c1bbd366992b89a37737fd85d6900,EE,'BURNSIDE AVENUE' NOT RECOGNIZED. THERE ARE 007 SIMILAR NAMES.
BROOKDALE UNIVERSITY HOSPITAL AND MEDICAL CENTER CPEP CRISIS OUTREACH,,,NO ADDRESS,,,moeo_socialservicesiteloactions,ba2be5b3d6003f2614d46a0b45905007,16,STREET NAME IS MISSING
BROOKLYN COMMUNITY SERVICES/BROOKLYN BUREAU OF COMMUNITY SERVICE PREVENTIVE SERVICES,1491,BROADWAY STREET,1491 BROADWAY STREET,,,moeo_socialservicesiteloactions,f854b57a9e257fd6c453b6d0d2624b12,EE,'BROADWAY STREET' NOT RECOGNIZED. THERE ARE 010 SIMILAR NAMES.
CAMBA INC NY NY III SUPPORTED HOUSING,,,NO ADDRESS,,,moeo_socialservicesiteloactions,af3f0ea46d95f841f2e2c2935b077fdd,16,STREET NAME IS MISSING
CAMBA INC PREVENTIVE SERVICES,444,THOMAS BOYLAND AVENUE,444 THOMAS BOYLAND AVENUE,,,moeo_socialservicesiteloactions,c0ea07553bd07a56b9ea61bf0dd8bbb0,EE,'THOMAS BOYLAND AVENUE' NOT RECOGNIZED. THERE ARE 009 SIMILAR NAMES.
CAMBA INC SUPPORTED HOUSING,,,NO ADDRESS,,,moeo_socialservicesiteloactions,9d1a8bb87eaa6e53143eecc024c7c1a2,16,STREET NAME IS MISSING
CARE FOR THE HOMELESS HIV TESTING SERVICES: PRIORITY POPULATIONS TESTING IN NON-CLINICAL SETTINGS,,JEROME AVENUE,19-11-21 JEROME AVENUE,,,moeo_socialservicesiteloactions,50d99f0fe0d2ad1fc7417f0f3340ac00,13,ADDRESS NBR 19-11-21  HAS TOO MANY DASHES.
CARE FOR THE HOMELESS HIV TESTING SERVICES: PRIORITY POPULATIONS TESTING IN NON-CLINICAL SETTINGS,1143,ANDREWS AVENUE,1143 ANDREWS AVENUE,,,moeo_socialservicesiteloactions,0cf3fd5ad6824383aa4b78487ecac3d2,42,ADDRESS NUMBER OUT OF RANGE
CATHOLIC CHARITIES NEIGHBORHOOD SERVICES INC HOMEBASE HOMELESSNESS PREVENTION,,,NO ADDRESS,,,moeo_socialservicesiteloactions,96d0a07073d14d9419a09ed80b93d144,16,STREET NAME IS MISSING
CATHOLIC CHARITIES NEIGHBORHOOD SERVICES INC NON-MEDICAID CARE COORDINATION (OMH),,,NO ADDRESS,,,moeo_socialservicesiteloactions,223b5fda40f00acbe5f159bbfd92018e,16,STREET NAME IS MISSING
CATHOLIC CHARITIES NEIGHBORHOOD SERVICES INC OUTREACH,,,NO ADDRESS,,,moeo_socialservicesiteloactions,8697ec9f6e4bd39f874e1b2bc48ed268,16,STREET NAME IS MISSING
CATHOLIC CHARITIES NEIGHBORHOOD SERVICES INC SUPPORTED HOUSING,,,NO ADDRESS,,,moeo_socialservicesiteloactions,5ef37c3fa0764ea0c530d5075565d6a9,16,STREET NAME IS MISSING
CATHOLIC GUARDIAN SERVICES / FORMERLY CATHOLIC GUARDIAN SOCIETY AND HOME BUREAU FOSTER CARE,3356,FORT INDEPENDENCE AVENUE,3356 FORT INDEPENDENCE AVENUE,,,moeo_socialservicesiteloactions,dfa720b3ad67ace407cbb5b43ca314b6,EE,'FORT INDEPENDENCE AVENUE' NOT RECOGNIZED. THERE ARE 010 SIMILAR NAMES.
CENTER FOR ALTERNATIVE SENTENCING EMPLOYMENT SERVICES INC ASSERTIVE COMMUNITY TREATMENT,,,NO ADDRESS,,,moeo_socialservicesiteloactions,7c5b0f234d04180dbaa8280793e2e151,16,STREET NAME IS MISSING
CENTER FOR URBAN COMMUNITY SERVICES INC ASSERTIVE COMMUNITY TREATMENT,,,NO ADDRESS,,,moeo_socialservicesiteloactions,bd944fc571af2873861a8e85327c8415,16,STREET NAME IS MISSING
CENTER FOR URBAN COMMUNITY SERVICES INC OUTREACH,,,NO ADDRESS,,,moeo_socialservicesiteloactions,705d3a86d2ca8077ae6e4f852b78e34d,16,STREET NAME IS MISSING
COMMUNITY ACCESS INC RECOVERY CENTER,,,NO ADDRESS,,,moeo_socialservicesiteloactions,a6642564e5e964d5d24605830c6a5b1c,16,STREET NAME IS MISSING
COMMUNITY ASSOCIATION OF PROGRESSIVE DOMINICANS INC SCHOOL,,,NO ADDRESS,,,moeo_socialservicesiteloactions,f3bb2560be8aae4d9b85731b531a812e,16,STREET NAME IS MISSING
COMMUNITY HEALTH PROJECT INC REPRODUCTIVE AND SEXUAL HEALTH SERVICES,,,NO ADDRESS,,,moeo_socialservicesiteloactions,d7f17ed9b0afb5034eac2ef86ac0faae,16,STREET NAME IS MISSING
COMMUNITY HEALTHCARE NETWORK INC HIV TESTING SERVICES: SOCIAL NETWORK STRATEGY TESTING IN NON-CLINICAL SETTINGS,,,NO ADDRESS,,,moeo_socialservicesiteloactions,cc8b27daaae29950ef2a1731f3fea8b7,16,STREET NAME IS MISSING
EPISCOPAL HEALTH SERVICES INC HOME BASED CRISIS INTERVENTION,,,NO ADDRESS,,,moeo_socialservicesiteloactions,cfe7b0a5dacfdb203f6b9545664c7750,16,STREET NAME IS MISSING
FEDERATION OF ORGANIZATIONS FOR THE NEW YORK STATE MENTALLY DISABLED INC ASSERTIVE COMMUNITY TREATMENT,,,NO ADDRESS,,,moeo_socialservicesiteloactions,392924476243b1d86b03242a72a7177f,16,STREET NAME IS MISSING
FEDERATION OF ORGANIZATIONS FOR THE NEW YORK STATE MENTALLY DISABLED INC NON-MEDICAID CARE COORDINATION (OMH),,,NO ADDRESS,,,moeo_socialservicesiteloactions,9e7fb63bc416d8b42c9ee3626a01c85e,16,STREET NAME IS MISSING
FEDERATION OF ORGANIZATIONS FOR THE NEW YORK STATE MENTALLY DISABLED INC SELF-HELP,,,NO ADDRESS,,,moeo_socialservicesiteloactions,7aa88a93408164a37f211ad0f6eeef4c,16,STREET NAME IS MISSING
GAY MEN'S HEALTH CRISIS INC HARM REDUCTION SERVICES,,,NO ADDRESS,,,moeo_socialservicesiteloactions,93014968c81463d4ba329187593ab26c,16,STREET NAME IS MISSING
GEEL COMMUNITY SERVICES INC SUPPORTED HOUSING,,,NO ADDRESS,,,moeo_socialservicesiteloactions,e8bb7aef00301f0b444cadf760c754ff,16,STREET NAME IS MISSING
GODDARD RIVERSIDE COMMUNITY CENTER ASSERTIVE COMMUNITY TREATMENT,,,NO ADDRESS,,,moeo_socialservicesiteloactions,411c1a787d0f67959e96d0bfbf1aac57,16,STREET NAME IS MISSING
GOOD SHEPHERD SERVICES PREVENTIVE SERVICES,503,5 AVENUE,503 5 AVENUE,,,moeo_socialservicesiteloactions,b29b6b109163b5aa852637302424c9d2,13,ADDRESS NBR HAS INVALID FORMAT FOR EDGEWATER PARK
GOOD SHEPHERD SERVICES PREVENTIVE SERVICES,173,CONOVER STREET,173 CONOVER STREET,,,moeo_socialservicesiteloactions,6bad914ecba533f9d588f3ee842811b1,EE,'CONOVER STREET' NOT RECOGNIZED. THERE ARE 010 SIMILAR NAMES.
GOOD SHEPHERD SERVICES PREVENTIVE SERVICES,441,4 AVENUE,441 4 AVENUE,,,moeo_socialservicesiteloactions,8479c9401a4467bdcd54bc1204e7016f,42,ADDRESS NUMBER OUT OF RANGE
GOTHAM PER DIEM INC EARLY INTERVENTION RESPITE CARE - DEVELOPMENTAL DISABILITIES,,,NO ADDRESS,,,moeo_socialservicesiteloactions,7f4aa8ae2d0bb1697f77c69647c824b0,98,NO INPUT DATA RECEIVED
GRAHAM WINDHAM FOSTER CARE,,,,,,moeo_socialservicesiteloactions,7f0b81a92d65ec268af4514a58a18442,16,STREET NAME IS MISSING
HARLEM UNITED: COMMUNITY AIDS CENTER INC COMMUNITY-LEVEL INTERVENTIONS FOR HIV PREVENTION,,,NO ADDRESS,,,moeo_socialservicesiteloactions,613ee43e7f16f3f4dc2cd114ce6f0057,16,STREET NAME IS MISSING
HARLEM UNITED: COMMUNITY AIDS CENTER INC FOOD AND NUTRITION,,,NO ADDRESS,,,moeo_socialservicesiteloactions,0f6df3f2deee7ef6101dd32096bee797,16,STREET NAME IS MISSING
HARLEM UNITED: COMMUNITY AIDS CENTER INC HIV TESTING SERVICES: SOCIAL NETWORK STRATEGY TESTING IN NON-CLINICAL SETTINGS,197,DAVIDSON AVENUE,197 DAVIDSON AVENUE,,,moeo_socialservicesiteloactions,4b36b12c0f2fc6031fbf100aebf94acb,42,ADDRESS NUMBER OUT OF RANGE
HARLEM UNITED: COMMUNITY AIDS CENTER INC HIV TESTING SERVICES: SOCIAL NETWORK STRATEGY TESTING IN NON-CLINICAL SETTINGS,,,NO ADDRESS,,,moeo_socialservicesiteloactions,7e631d2d33c0428d310b2999ce90aed9,16,STREET NAME IS MISSING
HARLEM UNITED: COMMUNITY AIDS CENTER INC NON-MEDICAL CASE MANAGEMENT GENERAL,,,NO ADDRESS,,,moeo_socialservicesiteloactions,43ef1cfb47833bd2c54580373a192759,16,STREET NAME IS MISSING
HARLEM UNITED: COMMUNITY AIDS CENTER INC OUTREACH TO HOMELESS YOUTH,197,DAVIDSON AVENUE,197 DAVIDSON AVENUE,,,moeo_socialservicesiteloactions,855823b3a5af35a24910756ab840da21,42,ADDRESS NUMBER OUT OF RANGE
HARLEM UNITED: COMMUNITY AIDS CENTER INC OUTREACH TO HOMELESS YOUTH,,,NO ADDRESS,,,moeo_socialservicesiteloactions,963f6e43de5c20c528469dc81892d5ef,16,STREET NAME IS MISSING
HARLEM UNITED: COMMUNITY AIDS CENTER INC SUPPORTIVE COUNSELING & FAMILY STABILIZATION SERVICES - SEP,,,NO ADDRESS,,,moeo_socialservicesiteloactions,1ddc9887ba4a873885638b5691cd01d2,16,STREET NAME IS MISSING
HARLEM UNITED: COMMUNITY AIDS CENTER INC UNDETECTABLES VIRAL LOAD SUPPRESSION PROGRAM,,,NO ADDRESS,,,moeo_socialservicesiteloactions,3a8977bda70e9cbafd0f6510ecd34b9f,16,STREET NAME IS MISSING
HARLEM UNITED: COMMUNITY AIDS CENTER INC UNDETECTABLES VIRAL LOAD SUPPRESSION PROGRAM,691,PROSEPCT PLACE,691 PROSEPCT PLACE,,,moeo_socialservicesiteloactions,6ed3331a674b515f51cdbef8e92e3e77,EE,'PROSEPCT PLACE' NOT RECOGNIZED. THERE ARE 010 SIMILAR NAMES.
HEARTSHARE / ST VINCENT'S SERVICES INC FOSTER CARE,12,STEUBEN STREET,12 STEUBEN STREET,,,moeo_socialservicesiteloactions,111243cbf91e7e5a18424b74a9628f26,EE,'STEUBEN STREET' NOT RECOGNIZED. THERE ARE 010 SIMILAR NAMES.
HEARTSHARE / ST VINCENT'S SERVICES INC PREVENTIVE SERVICES,89-31,161ST,89-31 161ST,,,moeo_socialservicesiteloactions,f641466648662e83ec269c44b71467bf,EE,'161ST' NOT RECOGNIZED. THERE ARE 005 SIMILAR NAMES.
HHC NORTH CENTRAL BRONX HOSPITAL HARM REDUCTION SERVICES,,,NO ADDRESS,,,moeo_socialservicesiteloactions,7909760de99331cdcadf325dbffe3547,16,STREET NAME IS MISSING
HISPANIC AIDS FORUM INC HIV TESTING SERVICES: PRIORITY POPULATIONS TESTING IN NON-CLINICAL SETTINGS,,,NO ADDRESS,,,moeo_socialservicesiteloactions,3899340435af4732a9f30d683f80dc71,16,STREET NAME IS MISSING
HISPANIC AIDS FORUM INC HIV TESTING SERVICES: PRIORITY POPULATIONS TESTING IN NON-CLINICAL SETTINGS,76-11,37 STREET,76-11 37 STREET,,,moeo_socialservicesiteloactions,440c63523df762976510c92b3ec9d934,42,ADDRESS NUMBER OUT OF RANGE
HOUSING WORKS INC HIV TESTING SERVICES: SOCIAL NETWORK STRATEGY TESTING IN NON-CLINICAL SETTINGS,,,NO ADDRESS,,,moeo_socialservicesiteloactions,55e7cda3253010a6c6985e3a22abc198,16,STREET NAME IS MISSING
HOUSING WORKS INC OUTREACH TO HOMELESS YOUTH,,,NO ADDRESS,,,moeo_socialservicesiteloactions,45e3f1ff3f67b36146860b3eed6af15c,16,STREET NAME IS MISSING
INSTITUTE FOR COMMUNITY LIVING INC ASSERTIVE COMMUNITY TREATMENT,,,NO ADDRESS,,,moeo_socialservicesiteloactions,7eecec27d18ad9dd298fba0cf4c8470e,16,STREET NAME IS MISSING
INSTITUTE FOR COMMUNITY LIVING INC NON-MEDICAID CARE COORDINATION (OMH),,,NO ADDRESS,,,moeo_socialservicesiteloactions,5308005f3a6d321a2ba33423bbb91286,16,STREET NAME IS MISSING
INSTITUTE FOR COMMUNITY LIVING INC NON-MEDICAID CARE COORDINATION; (NON-LICENSED PROGRAM),,,NO ADDRESS,,,moeo_socialservicesiteloactions,5fa05c95ac9ecc9525662a7ac45d85c4,16,STREET NAME IS MISSING
INSTITUTE FOR COMMUNITY LIVING INC NY NY III SUPPORTED HOUSING,,,NO ADDRESS,,,moeo_socialservicesiteloactions,7910bb82d54b4a506a680583cee83f99,16,STREET NAME IS MISSING
INSTITUTE FOR COMMUNITY LIVING INC SUPPORTED HOUSING,,,NO ADDRESS,,,moeo_socialservicesiteloactions,bbd1173793443b73b29aa05ea0c7e6f0,16,STREET NAME IS MISSING
INTERBOROUGH DEVELOPMENTAL AND CONSULTATION CENTER INC SCHOOL,,,NO ADDRESS,,,moeo_socialservicesiteloactions,86e3079ef6a3cd32ead2c769f884717d,16,STREET NAME IS MISSING
IRIS HOUSE: A CENTER FOR WOMEN LIVING WITH HIV INC HIV TESTING SERVICES: SOCIAL NETWORK STRATEGY TESTING IN NON-CLINICAL SETTINGS,,,NO ADDRESS,,,moeo_socialservicesiteloactions,8083f3668095ce934315a7fb7eb9a2e8,16,STREET NAME IS MISSING
JEWISH BOARD OF FAMILY AND CHILDREN'S SERVICES INC HOME BASED CRISIS INTERVENTION,,,NO ADDRESS,,,moeo_socialservicesiteloactions,74c0745934f7574e2e7b169e06ecde79,16,STREET NAME IS MISSING
